1000_1.txt,1,260,76.64,85.06,29.06,47.08,23.64,15.38,82.31,52.31,15.00,6.92,1.92,3.46,0.77,0.00,0.77,8.08,10.38,11.92,6.15,4.62,7.31,0.00,14.23,3.85,1.92,3.46,1.54,3.46,2.69,1.92,0.77,0.00,0.38,0.38,10.00,0.00,0.00,0.00,0.00,9.23,1.92,3.08,1.15,2.31,0.00,1.92,1.54,1.15,0.38,0.00,0.77,0.38,0.38,0.00,0.00,5.77,4.23,1.15,0.38,0.00,0.00,4.62,10.00,0.00,13.08,0.77,6.92,5.38,2.69,0.38,0.00,0.00,2.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.69,2.69,5.38,0.38,0.00,1.54,0.00,0.38,0.77,0.77,0.77,0.00
1000_2.txt,1,153,89.65,37.19,28.81,83.75,25.50,23.53,83.66,53.59,9.15,2.61,0.65,0.65,0.00,0.00,1.31,6.54,11.11,17.65,7.19,3.92,9.80,1.96,13.07,7.84,7.19,1.96,1.31,2.61,4.58,3.92,0.65,0.00,0.00,0.00,3.27,0.00,0.00,0.00,0.00,13.07,2.61,2.61,2.61,1.31,1.31,4.58,1.31,0.00,0.65,0.00,1.96,0.65,0.65,0.00,0.65,4.58,1.96,1.31,1.96,1.31,0.00,1.96,10.46,0.00,12.42,1.31,9.80,1.31,1.96,3.27,0.00,0.00,2.61,0.00,0.65,0.00,0.00,0.65,0.00,0.00,13.07,3.92,3.92,0.65,0.00,0.00,0.00,0.65,0.00,3.27,0.00,0.65
1000_3.txt,1,274,89.16,68.23,58.33,79.11,30.44,24.82,83.21,51.09,9.49,4.38,2.19,2.19,0.00,0.00,0.00,5.11,9.12,16.79,7.30,4.01,8.39,0.36,12.04,4.01,1.46,0.36,2.19,1.09,3.65,3.28,0.36,0.00,0.00,0.00,6.20,0.00,0.00,0.00,0.00,6.93,2.55,1.46,0.00,0.36,1.46,1.09,4.01,1.82,1.46,0.36,1.46,0.00,0.36,0.73,0.36,8.03,3.65,2.19,1.09,1.46,0.00,3.65,8.03,2.19,16.42,1.09,9.49,6.20,3.28,1.82,0.36,0.00,1.46,0.00,0.36,0.00,0.00,0.00,0.36,0.00,8.39,2.55,2.55,0.00,0.00,0.73,0.00,0.00,0.00,2.55,0.00,0.00
1000_4.txt,1,282,95.99,73.84,35.64,72.27,23.50,18.79,82.62,47.16,5.67,2.13,0.71,1.06,0.00,0.00,0.35,3.55,9.57,16.67,6.03,3.55,6.38,1.06,9.93,4.96,2.13,0.35,3.55,2.48,3.19,2.84,0.35,0.00,0.00,0.00,8.16,0.00,0.35,0.00,0.00,8.87,0.35,2.84,0.71,3.90,1.06,1.06,3.55,1.06,2.13,0.35,0.00,0.00,0.00,0.00,0.00,7.45,2.13,3.55,1.06,1.06,0.35,4.61,5.67,0.00,17.38,0.71,7.09,8.87,4.26,3.55,0.00,0.00,1.77,0.00,1.06,0.00,0.71,0.35,0.00,0.00,13.12,4.26,3.90,0.35,0.35,0.00,0.00,0.71,0.71,0.00,2.84,0.00
1001_1.txt,1,136,65.31,64.36,33.13,38.87,34.00,27.21,76.47,48.53,15.44,9.56,5.15,0.00,2.94,1.47,0.00,5.88,5.88,11.76,6.62,4.41,5.88,0.74,10.29,5.15,1.47,3.68,2.94,1.47,5.88,2.94,2.21,0.00,0.74,0.00,8.09,0.00,0.00,0.00,1.47,8.82,2.21,2.94,0.00,1.47,2.21,1.47,2.94,1.47,0.00,0.00,0.74,0.74,0.00,0.00,0.00,3.68,0.00,0.74,1.47,0.74,0.74,4.41,7.35,0.00,11.03,2.21,5.88,2.94,2.94,0.00,0.00,0.00,2.21,0.00,1.47,0.00,1.47,0.00,0.00,0.00,23.53,12.50,2.21,0.00,0.00,0.00,0.00,2.94,0.00,1.47,1.47,2.94
1001_2.txt,1,128,97.03,68.03,85.48,55.21,42.67,17.97,86.72,46.88,6.25,3.91,1.56,0.78,0.00,0.78,0.78,2.34,10.16,16.41,3.91,3.91,7.03,0.00,12.50,3.12,1.56,1.56,1.56,3.91,3.12,2.34,0.78,0.00,0.78,0.00,7.81,0.00,0.00,0.78,1.56,8.59,2.34,0.78,1.56,5.47,0.78,2.34,1.56,0.78,0.78,0.00,0.00,0.00,0.00,0.00,0.00,8.59,0.78,3.12,3.91,3.12,0.00,1.56,7.81,1.56,23.44,3.12,14.84,6.25,7.03,3.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.19,14.06,1.56,0.00,0.00,0.00,0.00,0.78,0.00,0.78,0.00,0.00
1001_3.txt,1,174,78.78,67.71,40.39,97.32,34.80,19.54,82.76,45.98,12.64,7.47,3.45,0.57,0.00,1.72,1.72,5.17,8.62,11.49,5.17,4.02,7.47,0.57,10.92,5.17,3.45,2.87,1.15,3.45,6.32,5.75,0.57,0.00,0.00,0.57,10.34,0.00,0.00,0.57,1.15,12.07,1.72,1.72,1.15,2.30,4.60,2.30,1.72,0.57,0.57,0.57,1.72,0.00,0.57,0.00,0.57,7.47,2.30,1.72,2.87,2.30,0.00,1.72,8.62,1.15,14.94,2.87,8.05,4.02,4.02,1.15,0.00,1.72,1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.44,17.24,4.60,0.00,0.00,0.00,0.00,1.15,0.00,0.57,1.15,1.72
1001_4.txt,1,177,71.51,61.13,22.08,90.77,16.09,22.03,81.36,49.72,8.47,2.82,1.13,0.56,0.56,0.00,0.56,5.65,6.78,12.43,7.91,7.34,7.34,1.13,15.82,3.95,1.13,2.82,2.26,3.95,5.08,4.52,0.56,0.00,0.56,0.00,9.04,0.00,0.00,0.00,0.00,12.99,2.82,0.56,2.82,5.08,1.13,5.08,2.26,0.56,1.69,0.00,3.95,1.13,1.13,0.00,2.26,3.95,0.56,1.13,1.69,0.56,0.00,0.56,11.30,0.56,10.17,2.82,6.21,1.69,2.26,0.00,0.00,0.56,0.00,0.00,1.69,0.00,0.00,0.00,1.69,0.00,22.60,12.99,6.78,0.00,0.00,1.13,0.00,0.00,0.00,1.69,0.00,0.00
1002_1.txt,1,296,97.29,30.62,86.81,25.77,29.60,21.28,86.49,48.65,7.09,5.74,5.07,0.00,0.34,0.00,0.34,1.35,7.43,20.61,6.08,5.07,2.70,1.01,10.47,3.72,1.35,1.69,2.03,2.36,6.76,3.38,3.38,0.00,1.35,1.35,3.72,0.68,0.00,0.00,0.68,12.84,4.05,2.03,0.34,3.38,2.03,3.04,3.38,2.36,0.68,0.34,6.42,1.35,4.73,0.00,0.34,4.05,1.35,0.68,2.03,0.34,0.00,2.70,8.11,0.34,15.88,0.34,11.15,4.39,2.03,1.01,1.35,0.34,2.03,0.00,0.34,0.00,0.00,0.34,0.00,0.00,8.45,1.01,1.69,0.00,0.00,2.03,0.34,1.01,0.00,1.69,0.68,0.00
1002_2.txt,1,233,93.26,41.52,21.71,6.59,23.30,21.46,81.12,39.91,6.87,3.43,2.15,0.43,0.00,0.86,0.00,3.43,5.58,15.88,3.00,2.58,5.58,3.43,9.44,6.01,2.15,2.15,3.43,3.86,6.44,2.15,3.86,0.00,1.72,1.72,7.73,0.00,0.00,0.00,0.86,11.16,1.72,1.72,0.43,3.86,0.43,4.72,3.43,0.43,1.29,1.72,7.73,1.72,4.72,0.43,1.29,5.15,0.86,1.72,3.00,0.00,0.00,3.43,6.01,0.43,9.01,0.00,6.87,2.15,5.15,0.43,1.29,1.72,4.72,0.43,0.43,0.00,0.00,0.43,0.00,0.00,21.46,2.58,6.01,0.86,0.00,2.15,0.43,1.72,0.00,3.43,4.29,0.00
